time,BlkSizeMeanByte
2009-01-17,215.853211009174
2009-01-21,230.45631067961202
2009-01-25,217.0
2009-01-29,227.25619834710702
2009-02-02,217.09375
2009-02-06,215.836065573771
2009-02-10,215.666666666667
2009-02-14,215.78676470588198
2009-02-18,215.94067796610202
2009-02-22,228.545454545455
2009-02-26,215.96261682243002
2009-03-02,215.962962962963
2009-03-06,215.92307692307702
2009-03-10,215.971962616822
2009-03-14,215.790909090909
2009-03-18,230.71052631578902
2009-03-22,227.228813559322
2009-03-26,243.606837606838
2009-03-30,215.85
2009-04-03,215.94827586206898
2009-04-07,215.99
2009-04-11,223.333333333333
2009-04-15,215.743362831859
2009-04-19,224.0
2009-04-23,215.68
2009-04-27,215.894230769231
2009-05-01,215.876033057851
2009-05-05,224.666666666667
2009-05-09,215.493506493506
2009-05-13,225.774774774775
2009-05-17,215.96062992126
2009-05-21,215.963414634146
2009-05-25,215.95412844036701
2009-05-29,280.83962264151
2009-06-02,215.909090909091
2009-06-06,215.296296296296
2009-06-10,215.92682926829198
2009-06-14,215.694444444444
2009-06-18,215.8125
2009-06-22,306.381578947368
2009-06-26,215.60000000000002
2009-06-30,221.047058823529
2009-07-04,215.876404494382
2009-07-08,215.986486486486
2009-07-12,215.792207792208
2009-07-16,215.859154929577
2009-07-20,414.7
2009-07-24,215.931506849315
2009-07-28,215.707317073171
2009-08-01,215.82142857142898
2009-08-05,215.72413793103402
2009-08-09,216.0
2009-08-13,215.76470588235298
2009-08-17,215.82352941176498
2009-08-21,215.0
2009-08-25,215.666666666666
2009-08-29,215.807692307692
2009-09-02,215.846153846154
2009-09-06,215.85294117647
2009-09-10,215.805970149253
2009-09-14,215.851351351351
2009-09-18,215.807692307692
2009-09-22,392.730769230769
2009-09-26,215.46
2009-09-30,215.76470588235298
2009-10-04,215.679245283019
2009-10-08,215.471428571428
2009-10-12,364.37931034482796
2009-10-16,372.516666666667
2009-10-20,338.0
2009-10-24,230.193548387097
2009-10-28,215.671641791045
2009-11-01,215.28
2009-11-05,215.46551724137902
2009-11-09,215.6875
2009-11-13,238.45
2009-11-17,215.663043478261
2009-11-21,215.71232876712298
2009-11-25,215.644444444444
2009-11-29,215.68333333333302
2009-12-03,215.784090909091
2009-12-07,215.642857142857
2009-12-11,215.34821428571402
2009-12-15,226.945454545455
2009-12-19,216.71717171717202
2009-12-23,215.67532467532502
2009-12-27,219.79640718562902
2009-12-31,215.695652173913
2010-01-04,269.04419889502805
2010-01-08,215.758169934641
2010-01-12,372.012578616352
2010-01-16,222.28
2010-01-20,215.449367088608
2010-01-24,216.70129870129898
2010-01-28,229.564971751413
2010-02-01,233.91847826087002
2010-02-05,342.730941704035
2010-02-09,446.835748792271
2010-02-13,258.73275862069
2010-02-17,234.020920502092
2010-02-21,281.22869955157
2010-02-25,322.883116883117
2010-03-01,235.35897435897502
2010-03-05,217.988304093567
2010-03-09,279.438356164384
2010-03-13,242.718954248366
2010-03-17,238.16911764705898
2010-03-21,223.371584699454
2010-03-25,430.716577540107
2010-03-29,258.548717948718
2010-04-02,231.730769230769
2010-04-06,296.27672955974896
2010-04-10,350.899999999999
2010-04-14,311.872222222222
2010-04-18,3619.62857142857
2010-04-22,280.22641509434
2010-04-26,320.731707317073
2010-04-30,274.270833333334
2010-05-04,426.367647058824
2010-05-08,434.967532467533
2010-05-12,367.579365079365
2010-05-16,273.385964912281
2010-05-20,274.51724137931103
2010-05-24,311.515957446809
2010-05-28,296.273542600897
2010-06-01,341.674074074074
2010-06-05,313.889655172414
2010-06-09,367.119047619048
2010-06-13,353.0
2010-06-17,321.58219178082203
2010-06-21,394.279220779221
2010-06-25,315.286666666667
2010-06-29,440.656804733728
2010-07-03,341.78301886792497
2010-07-07,421.756410256411
2010-07-11,503.731843575419
2010-07-15,873.3515248796119
2010-07-19,837.040229885057
2010-07-23,528.159793814433
2010-07-27,760.2710843373491
2010-07-31,470.704433497536
2010-08-04,489.04526748971205
2010-08-08,529.195979899497
2010-08-12,459.806451612903
2010-08-16,1049.87755102041
2010-08-20,595.8341968911919
2010-08-24,836.125581395348
2010-08-28,607.464705882352
2010-09-01,894.592356687897
2010-09-05,546.1393939393939
2010-09-09,714.7259259259249
2010-09-13,776.836257309941
2010-09-17,726.538461538462
2010-09-21,1555.47093023256
2010-09-25,777.256038647343
2010-09-29,2200.10365853658
2010-10-03,938.459016393443
2010-10-07,668.512499999999
2010-10-11,656.584905660377
2010-10-15,531.745762711864
2010-10-19,1164.53515625
2010-10-23,902.537142857142
2010-10-27,909.3333333333329
2010-10-31,541.128491620112
2010-11-04,513.716417910448
2010-11-08,844.5563636363639
2010-11-12,467.840236686391
2010-11-16,10953.6446700508
2010-11-20,19051.3275862069
2010-11-24,5500.90395480226
2010-11-28,715.238372093025
2010-12-02,696.579787234043
2010-12-06,502.97510373444095
2010-12-10,704.333333333334
2010-12-14,1029.75595238095
2010-12-18,871.720496894411
2010-12-22,1234.45222929936
2010-12-26,1146.06206896552
2010-12-30,1052.81656804734
2011-01-03,2482.39102564103
2011-01-07,1676.7256097561
2011-01-11,2305.92441860465
2011-01-15,1916.77707006369
2011-01-19,1694.33727810651
2011-01-23,2216.06470588235
2011-01-27,1867.45625
2011-01-31,3036.61176470589
2011-02-04,1525.2835051546401
2011-02-08,1564.5238095238099
2011-02-12,3058.62755102041
2011-02-16,2591.60344827586
2011-02-20,2875.85353535354
2011-02-24,3199.3671497584496
2011-02-28,3751.5133333333297
2011-03-04,3136.59276018099
2011-03-08,4463.94117647059
2011-03-12,6119.77142857142
2011-03-16,6970.68382352941
2011-03-20,10225.8686131387
2011-03-24,5180.74342105263
2011-03-28,6379.053571428571
2011-04-01,3512.44318181818
2011-04-05,3922.7835051546404
2011-04-09,4020.1025641025694
2011-04-13,4836.3969072165
2011-04-17,4610.62777777778
2011-04-21,4664.14965986394
2011-04-25,6000.640625
2011-04-29,6751.525000000001
2011-05-03,6118.31122448979
2011-05-07,6394.11682242991
2011-05-11,7125.48691099477
2011-05-15,7757.89545454545
2011-05-19,11566.2514619883
2011-05-23,8178.60839160839
2011-05-27,11312.886227544901
2011-05-31,17156.453333333302
2011-06-04,16756.8080357143
2011-06-08,30671.4324324324
2011-06-12,22714.9785407725
2011-06-16,30178.8055555555
2011-06-20,18501.0555555555
2011-06-24,19923.0462962963
2011-06-28,28019.01875
2011-07-02,21917.2781065089
2011-07-06,30170.152866242
2011-07-10,28664.6277372263
2011-07-14,26339.8958333333
2011-07-18,27003.470588235297
2011-07-22,25327.6953642384
2011-07-26,21533.039772727298
2011-07-30,17124.0131578947
2011-08-03,22168.764331210197
2011-08-07,22425.0634920635
2011-08-11,22631.9489051095
2011-08-15,29744.1782945736
2011-08-19,27046.847328244297
2011-08-23,20649.245161290302
2011-08-27,24946.352459016398
2011-08-31,19086.077419354802
2011-09-04,40163.1268656716
2011-09-08,21924.4651162791
2011-09-12,23229.7518796993
2011-09-16,22135.8823529412
2011-09-20,28120.8571428571
2011-09-24,20834.705426356602
2011-09-28,16838.659863945602
2011-10-02,17314.6694214876
2011-10-06,20312.4765625
2011-10-10,19697.7073170732
2011-10-14,18939.8201438849
2011-10-18,17740.024999999998
2011-10-22,22048.857142857098
2011-10-26,18995.2735042735
2011-10-30,18222.536363636398
2011-11-03,19392.280000000002
2011-11-07,18046.303030303
2011-11-11,18371.7105263158
2011-11-15,16387.7393939394
2011-11-19,16749.5447154472
2011-11-23,16949.0298507463
2011-11-27,18073.236842105303
2011-12-01,16286.3241758242
2011-12-05,16507.1139240506
2011-12-09,16082.659863945602
2011-12-13,18647.553030303
2011-12-17,14240.570469798698
2011-12-21,16324.8791946309
2011-12-25,12890.339080459798
2011-12-29,16804.3913043478
2012-01-02,19120.7483443709
2012-01-06,21752.608187134498
2012-01-10,29670.553191489398
2012-01-14,19971.5
2012-01-18,24815.5546875
2012-01-22,16622.9264705882
2012-01-26,22095.3333333333
2012-01-30,15792.494186046499
2012-02-03,20770.4113924051
2012-02-07,22141.686131386898
2012-02-11,23164.4733333333
2012-02-15,30038.8358208955
2012-02-19,16500.1962025317
2012-02-23,22571.126506024102
2012-02-27,19568.370129870098
2012-03-02,28036.977611940303
2012-03-06,23387.7591240876
2012-03-10,18333.0909090909
2012-03-14,26125.8394160584
2012-03-18,16375.30625
2012-03-22,19239.468354430403
2012-03-26,21100.0
2012-03-30,20375.1753246753
2012-04-03,27281.0
2012-04-07,21153.821705426402
2012-04-11,26322.0709219858
2012-04-15,29618.2523364486
2012-04-19,23639.267515923602
2012-04-23,24876.437037036998
2012-04-27,25039.4962962963
2012-05-01,28175.1352941177
2012-05-05,34146.8682634731
2012-05-09,47815.9638554217
2012-05-13,45954.4142857143
2012-05-17,67950.6034482758
2012-05-21,110299.301587302
2012-05-25,104401.92561983499
2012-05-29,105559.26984127
2012-06-02,36229.200000000004
2012-06-06,47840.6405228758
2012-06-10,102712.28313253
2012-06-14,179401.384615385
2012-06-18,99843.4799999999
2012-06-22,80673.5
2012-06-26,88551.6845637584
2012-06-30,72143.5151515151
2012-07-04,67597.36
2012-07-08,59263.6666666667
2012-07-12,71337.9666666666
2012-07-16,94391.5133333333
2012-07-20,111198.898648649
2012-07-24,76612.2795031056
2012-07-28,94184.7320261439
2012-08-01,98965.2686567164
2012-08-05,98393.9712230216
2012-08-09,77006.2882352941
2012-08-13,127556.36249999999
2012-08-17,126099.768115942
2012-08-21,99018.5202312139
2012-08-25,98860.15942029
2012-08-29,81827.7857142858
2012-09-02,86587.2865853658
2012-09-06,104186.368421053
2012-09-10,95204.5333333333
2012-09-14,99917.36419753081
2012-09-18,85415.502994012
2012-09-22,72497.26114649679
2012-09-26,103247.228571429
2012-09-30,63587.547169811296
2012-10-04,119388.364341085
2012-10-08,97029.17415730341
2012-10-12,89739.6912751678
2012-10-16,104634.05806451601
2012-10-20,92987.0
2012-10-24,94888.82098765431
2012-10-28,52922.82530120479
2012-11-01,80971.0437956204
2012-11-05,96567.46875
2012-11-09,77291.8815789473
2012-11-13,87442.3
2012-11-17,119174.278571429
2012-11-21,121658.782894737
2012-11-25,118420.26027397299
2012-11-29,104866.65060241001
2012-12-03,70422.87074829929
2012-12-07,111617.09302325599
2012-12-11,118238.215277778
2012-12-15,124239.74137931
2012-12-19,136948.190140845
2012-12-23,134197.893442623
2012-12-27,131340.403846154
2012-12-31,88550.2594936709
2013-01-04,141893.150326797
2013-01-08,149385.646616541
2013-01-12,163180.352459016
2013-01-16,180820.152671756
2013-01-20,140661.276923077
2013-01-24,150873.967948718
2013-01-28,168422.965986395
2013-02-01,179126.87755102
2013-02-05,141707.173652695
2013-02-09,179376.86013986001
2013-02-13,158420.643274854
2013-02-17,126095.03191489399
2013-02-21,142290.948863636
2013-02-25,149805.906862745
2013-03-01,196620.559210526
2013-03-05,194577.964028777
2013-03-09,156913.059171598
2013-03-13,167594.16560509498
2013-03-17,80979.4688995215
2013-03-21,127105.68348623799
2013-03-25,168653.263888889
2013-03-29,177902.563218391
2013-04-02,175525.70165745902
2013-04-06,158648.50306748503
2013-04-10,168524.06282722502
2013-04-14,175250.908496732
2013-04-18,144500.87755102
2013-04-22,147132.352941177
2013-04-26,157673.47368421
2013-04-30,181493.053691275
2013-05-04,157503.89375000002
2013-05-08,156593.67272727302
2013-05-12,182176.952380952
2013-05-16,201141.567567568
2013-05-20,180973.294573643
2013-05-24,159006.899408284
2013-05-28,169591.158227848
2013-06-01,124866.441314554
2013-06-05,147819.679347826
2013-06-09,134049.471698113
2013-06-13,108115.327956989
2013-06-17,143229.255172414
2013-06-21,132155.88690476198
2013-06-25,128022.566878981
2013-06-29,105794.769230769
2013-07-03,86074.5163043478
2013-07-07,76148.7849462366
2013-07-11,115277.724137931
2013-07-15,104989.091463415
2013-07-19,96946.3742690059
2013-07-23,124265.120567376
2013-07-27,95577.7650273224
2013-07-31,125116.536842105
2013-08-04,113389.51396648001
2013-08-08,126478.51707317101
2013-08-12,134153.662037037
2013-08-16,182542.541666667
2013-08-20,151469.352631579
2013-08-24,131210.31147541
2013-08-28,159938.314606742
2013-09-01,95107.2714932127
2013-09-05,142603.793296089
2013-09-09,123577.753694581
2013-09-13,100948.382352941
2013-09-17,165678.17877095
2013-09-21,124464.042328042
2013-09-25,117527.97087378599
2013-09-29,114968.14705882399
2013-10-03,145292.859296482
2013-10-07,145600.25
2013-10-11,127686.275675676
2013-10-15,100830.63076923101
2013-10-19,130005.206278027
2013-10-23,134827.63800905002
2013-10-27,116610.016759776
2013-10-31,135337.587677725
2013-11-04,120132.425641026
2013-11-08,229804.529850746
2013-11-12,141561.646766169
2013-11-16,117453.03608247399
2013-11-20,233257.43902439
2013-11-24,183450.52380952402
2013-11-28,248631.143646409
2013-12-02,231057.98113207502
2013-12-06,168976.88461538497
2013-12-10,191762.578125
2013-12-14,166706.16080402
2013-12-18,204074.753768844
2013-12-22,162082.520710059
2013-12-26,166255.177777778
2013-12-30,175158.369942196
2014-01-03,196643.043478261
2014-01-07,176517.604519774
2014-01-11,140351.338095238
2014-01-15,162223.956521739
2014-01-19,142592.378698225
2014-01-23,185492.423728814
2014-01-27,187405.557471264
2014-01-31,167553.79347826098
2014-02-04,221137.540697674
2014-02-08,186857.175824176
2014-02-12,250903.43820224697
2014-02-16,145525.533333333
2014-02-20,226498.51977401102
2014-02-24,225952.884816754
2014-02-28,236634.674033149
2014-03-04,357354.90604026796
2014-03-08,211094.428571429
2014-03-12,239561.873626374
2014-03-16,167490.45029239802
2014-03-20,216654.920903955
2014-03-24,217301.29787234002
2014-03-28,220066.58620689702
2014-04-01,218021.321637427
2014-04-05,192057.456140351
2014-04-09,243824.23602484498
2014-04-13,162342.14973262002
2014-04-17,223713.349112426
2014-04-21,190698.409356725
2014-04-25,226678.675824176
2014-04-29,228138.15294117702
2014-05-03,203527.063380282
2014-05-07,244229.037735849
2014-05-11,217980.04605263198
2014-05-15,247333.789473684
2014-05-19,240639.095238095
2014-05-23,251024.818181818
2014-05-27,296760.82352941204
2014-05-31,208395.54421768698
2014-06-04,203397.785714286
2014-06-08,228370.227941176
2014-06-12,230417.88953488402
2014-06-16,216450.079787234
2014-06-20,178434.682795699
2014-06-24,202052.718085106
2014-06-28,178338.983516484
2014-07-02,291681.10948905104
2014-07-06,232487.38028168998
2014-07-10,253822.69127516798
2014-07-14,263035.459259259
2014-07-18,224514.38953488402
2014-07-22,271551.11971830996
2014-07-26,228282.33582089498
2014-07-30,230701.029069767
2014-08-03,198484.785714286
2014-08-07,249787.05625
2014-08-11,247431.351648352
2014-08-15,258699.38181818198
2014-08-19,221730.553763441
2014-08-23,195526.30864197502
2014-08-27,253810.017751479
2014-08-31,179603.420212766
2014-09-04,249913.60126582297
2014-09-08,296770.298611111
2014-09-12,242384.714285714
2014-09-16,296312.65497076
2014-09-20,208401.698863636
2014-09-24,285509.25641025597
2014-09-28,326988.450381679
2014-10-02,301057.364963504
2014-10-06,280036.701863354
2014-10-10,285418.858064516
2014-10-14,368183.166666667
2014-10-18,225046.048780488
2014-10-22,289547.408805031
2014-10-26,333230.02400000003
2014-10-30,298692.794117647
2014-11-03,303758.355029586
2014-11-07,341336.60927152296
2014-11-11,385816.310077519
2014-11-15,288056.828571429
2014-11-19,338609.872340425
2014-11-23,333664.133802817
2014-11-27,346226.127659574
2014-12-01,415372.569230769
2014-12-05,324024.288461539
2014-12-09,359033.640845071
2014-12-13,284367.054794521
2014-12-17,461817.046875
2014-12-21,352554.742424242
2014-12-25,235349.867088608
2014-12-29,284166.323170732
2015-01-02,265137.327272727
2015-01-06,314165.835443038
2015-01-10,398392.29931972804
2015-01-14,420506.70344827604
2015-01-18,320820.019607843
2015-01-22,396514.237037037
2015-01-26,491455.637795276
2015-01-30,312746.920289855
2015-02-03,404064.700787402
2015-02-07,284945.58490566
2015-02-11,347811.962025317
2015-02-15,468847.492857143
2015-02-19,315926.873493976
2015-02-23,404722.02816901397
2015-02-27,375608.78289473697
2015-03-03,406338.82278481
2015-03-07,387500.64285714296
2015-03-11,407319.136363636
2015-03-15,350267.72027972
2015-03-19,457138.248175183
2015-03-23,416135.572413793
2015-03-27,301105.421052632
2015-03-31,400420.98
2015-04-04,340018.366013072
2015-04-08,462382.6
2015-04-12,371312.7578125
2015-04-16,365163.869565217
2015-04-20,392346.116883117
2015-04-24,493347.11290322605
2015-04-28,386087.516339869
2015-05-02,371399.931972789
2015-05-06,363293.552795031
2015-05-10,422314.527131783
2015-05-14,339278.603896104
2015-05-18,375255.131944444
2015-05-22,412173.108695652
2015-05-26,419110.61111111095
2015-05-30,480064.867647059
2015-06-03,471853.91549295804
2015-06-07,356153.36241610703
2015-06-11,459191.703703704
2015-06-15,512932.12499999994
2015-06-19,515908.68707482994
2015-06-23,521622.671428571
2015-06-27,485407.66666666704
2015-07-01,634471.4888888891
2015-07-05,442218.161971831
2015-07-09,744732.984962406
2015-07-13,717927.8310810811
2015-07-17,676601.986394558
2015-07-21,535469.5984251971
2015-07-25,354706.220779221
2015-07-29,840224.34868421
2015-08-02,428181.695364238
2015-08-06,785166.552447552
2015-08-10,450405.82035928103
2015-08-14,433368.661971831
2015-08-18,479367.43262411404
2015-08-22,378241.829113924
2015-08-26,384749.552795031
2015-08-30,372106.87999999995
2015-09-03,494697.95890411
2015-09-07,477577.611842106
2015-09-11,698082.0
2015-09-15,697780.8625
2015-09-19,469263.016
2015-09-23,459780.79113924096
2015-09-27,442061.56375838903
2015-10-01,457235.711409396
2015-10-05,423255.31372549
2015-10-09,595055.674603174
2015-10-13,555196.656934307
2015-10-17,599779.544117647
2015-10-21,565292.131944444
2015-10-25,527245.7612903219
2015-10-29,591662.033112583
2015-11-02,625830.3529411759
2015-11-06,658056.965517241
2015-11-10,606811.767123288
2015-11-14,541817.4225352111
2015-11-18,598407.764705883
2015-11-22,437165.436046512
2015-11-26,536883.8295454549
2015-11-30,672511.87654321
2015-12-04,588731.830065359
2015-12-08,617037.6685714291
2015-12-12,689175.0246913581
2015-12-16,676312.527607362
2015-12-20,600066.4969696971
2015-12-24,729631.7753623191
2015-12-28,656115.867549669
2016-01-01,493407.133333333
2016-01-05,641778.949044586
2016-01-09,638665.410596026
2016-01-13,676355.655405405
2016-01-17,754065.847682119
2016-01-21,840199.291970803
2016-01-25,719355.969135802
2016-01-29,686997.455621302
2016-02-02,803890.633333333
2016-02-06,603149.725
2016-02-10,738433.414634146
2016-02-14,624711.9759036141
2016-02-18,650894.7159763309
2016-02-22,898240.1023622049
2016-02-26,765234.95
2016-03-01,905035.893617022
2016-03-05,780037.2
2016-03-09,744126.720238095
2016-03-13,637964.842105263
2016-03-17,746761.90070922
2016-03-21,754278.7841726621
2016-03-25,624015.465753425
2016-03-29,836449.363057325
2016-04-02,798859.208633093
2016-04-06,706436.834394904
2016-04-10,553299.502890174
2016-04-14,714272.31707317
2016-04-18,837628.746268657
2016-04-22,774912.097902098
2016-04-26,813179.688741722
2016-04-30,757548.506849315
2016-05-04,707049.45508982
2016-05-08,578155.071428571
2016-05-12,779993.971223021
2016-05-16,906763.574468085
2016-05-20,781658.2885906041
2016-05-24,849967.387755102
2016-05-28,863364.751879699
2016-06-01,839311.594405594
2016-06-05,611225.74117647
2016-06-09,720621.0909090909
2016-06-13,915602.751552796
2016-06-17,930753.7382550341
2016-06-21,914910.006711409
2016-06-25,792597.820987655
2016-06-29,764559.226027397
2016-07-03,614648.811688312
2016-07-07,821500.401459854
2016-07-11,793286.692307693
2016-07-15,790217.274074074
2016-07-19,860789.296875
2016-07-23,826302.038167939
2016-07-27,921787.4453125
2016-07-31,794571.935064935
2016-08-04,780742.62745098
2016-08-08,839246.162162162
2016-08-12,805274.2214765099
2016-08-16,920074.866666667
2016-08-20,714048.7354838711
2016-08-24,756289.131578948
2016-08-28,608527.717105263
2016-09-01,849244.9642857141
2016-09-05,880298.857142857
2016-09-09,813034.105633803
2016-09-13,780871.266666667
2016-09-17,754383.9386503069
2016-09-21,711351.795180723
2016-09-25,570905.935135135
2016-09-29,832816.3776223781
2016-10-03,863665.266666667
2016-10-07,867495.489510489
2016-10-11,923088.669064748
2016-10-15,781651.549295775
2016-10-19,807401.744
2016-10-23,792336.895833334
2016-10-27,977625.672839506
2016-10-31,810984.272108844
2016-11-04,956108.198275862
2016-11-08,866265.940828403
2016-11-12,710403.196428572
2016-11-16,791348.3567251461
2016-11-20,902306.234375
2016-11-24,951714.067901234
2016-11-28,909111.3658536581
2016-12-02,976568.783216783
2016-12-06,962761.093333333
2016-12-10,898481.719696969
2016-12-14,901627.8705035971
2016-12-18,861416.375886525
2016-12-22,919836.1949685529
2016-12-26,855863.2816901411
2016-12-30,871707.828025477
2017-01-03,906573.518292683
2017-01-07,987245.739130435
2017-01-11,923016.352941176
2017-01-15,677067.6586826349
2017-01-19,834368.74137931
2017-01-23,908683.579710145
2017-01-27,837679.805882353
2017-01-31,959546.324137931
2017-02-04,952156.423611111
2017-02-08,961128.719178082
2017-02-12,872459.2142857141
2017-02-16,973947.5231788079
2017-02-20,951329.385135135
2017-02-24,971179.0245398771
2017-02-28,968234.019607843
2017-03-04,985903.795454546
2017-03-08,979427.084507042
2017-03-12,960146.464516129
2017-03-16,988260.130718954
2017-03-20,977387.352941177
2017-03-24,869937.534090908
2017-03-28,985683.722580645
2017-04-01,967154.9848484851
2017-04-05,966858.444444444
2017-04-09,925461.893081761
2017-04-13,972980.299212598
2017-04-17,930786.485507246
2017-04-21,975939.3233532921
2017-04-25,966010.324324325
2017-04-29,971570.312138729
2017-05-03,995290.871212121
2017-05-07,964836.443113773
2017-05-11,961242.696296296
2017-05-15,970711.982352941
2017-05-19,971260.817073171
2017-05-23,978685.1666666671
2017-05-27,991460.916666667
2017-05-31,976696.451219512
2017-06-04,982358.670807454
2017-06-08,969814.2060606059
2017-06-12,967594.673469388
2017-06-16,983088.047297297
2017-06-20,965675.2246376809
2017-06-24,949838.753424658
2017-06-28,972587.2356687901
2017-07-02,779583.2978723401
2017-07-06,956304.661971831
2017-07-10,746657.908629442
2017-07-14,900208.978417266
2017-07-18,959427.872727273
2017-07-22,925754.18125
2017-07-26,967338.823129251
2017-07-30,810337.360544218
2017-08-03,868854.710144928
2017-08-07,943697.823529411
2017-08-11,967170.902777778
2017-08-15,975069.901315789
2017-08-19,966455.158940397
2017-08-23,986510.6666666659
2017-08-27,990802.012903226
2017-08-31,981641.533742331
2017-09-04,927660.777142857
2017-09-08,913187.714285714
2017-09-12,711239.20212766
2017-09-16,701067.2307692311
2017-09-20,948245.384615384
2017-09-24,656781.5241379311
2017-09-28,843941.966101694
2017-10-02,1001502.39333333
2017-10-06,920435.79245283
2017-10-10,964272.5875
2017-10-14,1023221.43971631
2017-10-18,1017521.49006623
2017-10-22,1005286.2252747301
2017-10-26,732356.4888888891
2017-10-30,1028509.13605442
2017-11-03,1046605.9747899199
2017-11-07,1026380.0833333301
2017-11-11,1058294.0987654298
2017-11-15,1045910.63157895
2017-11-19,1042986.8250000001
2017-11-23,1056894.2611465
