time,UTXOCnt
2017-11-18,55235716.0
2017-11-21,55376359.0
2017-11-26,55825146.0
2017-11-29,56480851.0
2017-12-03,56944991.0
2017-12-06,57588358.0
2017-12-10,58452225.0
2017-12-14,59209766.0
2017-12-17,59889753.0
2017-12-21,61093747.0
2017-12-26,61510774.0
2017-12-30,61924930.0
2018-01-03,62017807.0
2018-01-07,63293351.0
2018-01-10,64162300.0
2018-01-14,63999942.0
2018-01-18,64127561.0
2018-01-21,63284913.0
2018-01-25,62411193.0
2018-01-29,61880404.0
2018-02-02,61444423.0
2018-02-06,60456644.0
2018-02-10,59511630.0
2018-02-14,57905035.0
2018-02-18,56701843.0
2018-02-22,55734504.0
2018-02-26,55060229.0
2018-03-02,54460803.0
2018-03-06,53453716.0
2018-03-10,52309702.0
2018-03-14,51083564.0
2018-03-18,51259954.0
2018-03-22,51266446.0
2018-03-26,51183054.0
2018-03-30,51286145.0
2018-04-04,51365012.0
2018-04-07,51406703.0
2018-04-11,51427964.0
2018-04-15,51359264.0
2018-04-19,51233200.0
2018-04-23,51424369.0
2018-04-28,51377792.0
2018-05-02,51615214.0
2018-05-06,51562331.0
2018-05-10,51446814.0
2018-05-14,51483312.0
2018-05-19,51537415.0
2018-05-23,51609691.0
2018-05-26,51817062.0
2018-05-30,51851432.0
2018-06-03,51980739.0
2018-06-07,51424972.0
2018-06-11,51433527.0
2018-06-16,51319317.0
2018-06-19,51286651.0
2018-06-23,50918284.0
2018-06-27,50657865.0
2018-07-02,50492167.0
2018-07-06,50463299.0
2018-07-10,50338795.0
2018-07-15,49164365.0
2018-07-19,48885227.0
2018-07-23,49018565.0
2018-07-26,48870253.0
2018-07-30,48905901.0
2018-08-03,48905711.0
2018-08-07,48887214.0
2018-08-11,48969229.0
2018-08-15,49085691.0
2018-08-19,49288629.0
2018-08-23,49386681.0
2018-08-27,49395892.0
2018-08-31,49424374.0
2018-09-05,49518604.0
2018-09-09,49550152.0
2018-09-13,49517346.0
2018-09-17,49623643.0
2018-09-22,49767738.0
2018-09-26,49924278.0
2018-09-30,50090610.0
2018-10-04,50194020.0
2018-10-09,50348981.0
2018-10-13,50345985.0
2018-10-17,50254445.0
2018-10-22,50219060.0
2018-10-26,50148584.0
2018-10-30,50062988.0
2018-11-03,50005434.0
2018-11-08,49965707.0
2018-11-13,50100403.0
2018-11-17,50250716.0
2018-11-23,50262682.0
2018-11-27,50264035.0
2018-12-03,50327848.0
2018-12-08,50308387.0
2018-12-13,50175554.0
2018-12-17,49956121.0
2018-12-22,49861812.0
2018-12-25,49744628.0
2018-12-29,49697356.0
2019-01-02,49643901.0
2019-01-06,49614385.0
2019-01-10,49699595.0
2019-01-14,49924954.0
2019-01-19,50125521.0
2019-01-23,50235008.0
2019-01-28,50388888.0
2019-02-01,50554844.0
2019-02-05,50690908.0
2019-02-09,50708249.0
2019-02-13,50600773.0
2019-02-17,50734104.0
2019-02-22,50860011.0
2019-02-26,51020200.0
2019-03-02,51218673.0
2019-03-07,51323641.0
2019-03-11,51563619.0
2019-03-15,51718128.0
2019-03-19,51929060.0
2019-03-23,52089229.0
2019-03-27,52290684.0
2019-04-01,52538771.0
2019-04-05,52864978.0
2019-04-09,52945460.0
2019-04-13,53259673.0
2019-04-18,53447482.0
2019-04-22,53480022.0
2019-04-26,53855299.0
2019-05-01,54033413.0
2019-05-04,54284557.0
2019-05-09,54827906.0
2019-05-13,55000330.0
2019-05-17,55487930.0
2019-05-21,55489390.0
2019-05-25,55712987.0
2019-05-29,55958177.0
2019-06-02,56196512.0
2019-06-06,56481234.0
2019-06-11,56775722.0
2019-06-15,56979450.0
2019-06-19,57255168.0
2019-06-23,57533442.0
2019-06-27,57793981.0
2019-07-01,57972550.0
2019-07-05,58079668.0
2019-07-08,58329426.0
2019-07-12,58608651.0
2019-07-17,58862474.0
2019-07-21,59135807.0
2019-07-25,59246729.0
2019-07-29,59481350.0
2019-08-02,59642689.0
2019-08-06,59709483.0
2019-08-10,59861813.0
2019-08-14,60050467.0
2019-08-18,60352313.0
2019-08-23,60777086.0
2019-08-27,60900132.0
2019-08-31,61128529.0
2019-09-04,61354388.0
2019-09-08,61496775.0
2019-09-11,61538014.0
2019-09-15,61686616.0
2019-09-19,61732840.0
2019-09-23,62113395.0
2019-09-27,62240552.0
2019-10-02,62536808.0
2019-10-06,62789128.0
2019-10-10,62984381.0
2019-10-14,63280098.0
2019-10-18,63419948.0
2019-10-22,63664137.0
2019-10-27,63660276.0
2019-10-31,63680701.0
2019-11-05,63772096.0
2019-11-09,63697864.0
2019-11-14,63784046.0
2019-11-18,63209191.0
2019-11-22,63445052.0
2019-11-26,63703038.0
2019-12-01,63875927.0
2019-12-05,64109604.0
2019-12-09,64175679.0
2019-12-13,64147912.0
2019-12-18,63961713.0
2019-12-22,64182825.0
2019-12-26,64287414.0
2019-12-30,64553479.0
2020-01-03,64699171.0
2020-01-07,64916384.0
2020-01-11,65036184.0
2020-01-15,65118813.0
2020-01-19,65322430.0
2020-01-23,65332460.0
2020-01-27,65318880.0
2020-01-31,65392317.0
2020-02-05,65337941.0
2020-02-09,65280601.0
2020-02-13,65321595.0
2020-02-18,65539484.0
2020-02-22,65629918.0
2020-02-26,65862724.0
2020-03-01,66047138.0
2020-03-05,65923268.0
2020-03-09,66100578.0
2020-03-14,66192725.0
2020-03-19,66338344.0
2020-03-24,66686270.0
2020-03-29,66689954.0
2020-04-02,66608512.0
2020-04-06,66618518.0
2020-04-10,66545727.0
2020-04-14,66701596.0
2020-04-18,66608048.0
2020-04-22,66798062.0
2020-04-26,66787605.0
2020-05-01,67001772.0
2020-05-05,66622813.0
2020-05-09,66666714.0
2020-05-13,66237072.0
2020-05-18,66452346.0
2020-05-23,66704943.0
2020-05-28,66360731.0
2020-06-02,66040848.0
2020-06-06,66043099.0
2020-06-09,65998600.0
2020-06-13,65738448.0
2020-06-17,66056804.0
2020-06-22,66287908.0
2020-06-26,66260745.0
2020-06-30,66363335.0
2020-07-04,66502911.0
2020-07-08,66649430.0
2020-07-12,66751674.0
2020-07-16,67063831.0
2020-07-21,67248481.0
2020-07-25,67513152.0
2020-07-29,67378429.0
2020-08-02,67517007.0
2020-08-07,67522222.0
2020-08-11,67284455.0
2020-08-15,67385398.0
2020-08-19,67674008.0
2020-08-23,67555158.0
2020-08-28,67969427.0
2020-09-01,67821300.0
2020-09-05,68269874.0
2020-09-09,67880490.0
2020-09-13,67965528.0
2020-09-17,68028438.0
2020-09-21,67948283.0
2020-09-25,68339453.0
2020-09-30,68372981.0
2020-10-04,68338423.0
2020-10-08,68499660.0
2020-10-12,68568263.0
2020-10-16,68772880.0
2020-10-21,69016429.0
2020-10-26,69131396.0
2020-10-31,69994234.0
2020-11-05,69982900.0
2020-11-09,69398755.0
2020-11-13,69329002.0
2020-11-17,69068703.0
2020-11-21,68987340.0
2020-11-25,69236032.0
2020-11-29,69053432.0
2020-12-04,69463433.0
2020-12-08,69166663.0
2020-12-12,69567600.0
2020-12-17,69689392.0
2020-12-21,69658518.0
2020-12-25,69789245.0
2020-12-29,69617857.0
2021-01-02,69251017.0
2021-01-06,69377001.0
2021-01-10,69920106.0
2021-01-14,70087427.0
2021-01-18,70186538.0
2021-01-23,70643390.0
2021-01-27,70400469.0
2021-01-31,70815198.0
2021-02-04,71495885.0
2021-02-08,71355242.0
2021-02-13,72439843.0
2021-02-17,72603844.0
2021-02-21,73182023.0
2021-02-26,73829677.0
2021-03-02,74074682.0
2021-03-06,74467956.0
2021-03-10,74486622.0
2021-03-15,74718871.0
2021-03-19,75371972.0
2021-03-23,75060778.0
2021-03-27,75297749.0
2021-03-31,75310793.0
2021-04-04,75612636.0
2021-04-09,75988775.0
2021-04-13,76001515.0
2021-04-17,77030993.0
2021-04-23,78101124.0
2021-04-27,78051616.0
2021-05-02,78078103.0
2021-05-05,76899644.0
2021-05-09,76581635.0
2021-05-12,76100037.0
2021-05-17,76066011.0
2021-05-22,76852818.0
2021-05-27,76713985.0
2021-06-01,76040357.0
2021-06-05,75795440.0
2021-06-10,75810116.0
2021-06-15,75734250.0
2021-06-20,75828024.0
2021-06-26,75927737.0
2021-07-03,76682037.0
2021-07-08,76052458.0
2021-07-12,75940984.0
2021-07-16,75943311.0
2021-07-21,75878220.0
2021-07-25,76019804.0
2021-07-29,75911622.0
2021-08-02,76135193.0
2021-08-06,76107357.0
2021-08-10,76097244.0
2021-08-14,76187616.0
2021-08-17,75913198.0
2021-08-21,75838812.0
2021-08-25,75733360.0
2021-08-29,75982834.0
2021-09-02,76089530.0
2021-09-06,76075219.0
2021-09-10,76346698.0
2021-09-14,76266260.0
2021-09-19,76175413.0
2021-09-23,76177855.0
2021-09-27,76326559.0
2021-10-01,76273354.0
2021-10-05,76158628.0
2021-10-09,76188941.0
2021-10-13,76119226.0
2021-10-18,76237046.0
2021-10-22,76202903.0
2021-10-26,76293965.0
2021-10-30,76572454.0
2021-11-03,76610581.0
2021-11-07,76809714.0
2021-11-11,76763935.0
2021-11-15,76883429.0
2021-11-19,76924500.0
2021-11-24,77311908.0
2021-11-28,77931670.0
2021-12-02,78064788.0
2021-12-06,77968409.0
2021-12-10,78014195.0
2021-12-14,78578428.0
2021-12-19,78773030.0
2021-12-23,79196483.0
2021-12-27,79144481.0
2021-12-31,78943773.0
2022-01-04,79143400.0
2022-01-09,79340565.0
2022-01-13,79497286.0
2022-01-16,79816330.0
2022-01-20,79930944.0
2022-01-25,80049598.0
2022-01-29,80257787.0
2022-02-02,79938984.0
2022-02-07,80048275.0
2022-02-11,79730106.0
2022-02-15,79356036.0
2022-02-19,79485355.0
2022-02-23,79692051.0
2022-02-28,80031983.0
2022-03-04,79949100.0
2022-03-08,80107418.0
2022-03-13,80382890.0
2022-03-17,80591653.0
2022-03-21,80829676.0
2022-03-25,81011621.0
2022-03-29,81221247.0
2022-04-02,81438311.0
2022-04-07,81738594.0
2022-04-11,82049570.0
2022-04-15,82293897.0
2022-04-19,82661606.0
2022-04-23,82865325.0
2022-04-27,83006767.0
2022-05-01,83228861.0
2022-05-05,83343466.0
2022-05-10,83379730.0
2022-05-14,83457670.0
2022-05-18,82858533.0
2022-05-23,83022070.0
2022-05-27,83222943.0
2022-05-31,83174781.0
2022-06-05,83353552.0
2022-06-09,83325746.0
2022-06-13,83476512.0
2022-06-18,83551211.0
2022-06-22,83710806.0
2022-06-26,83512574.0
2022-06-30,83313062.0
2022-07-05,83631062.0
2022-07-09,83803137.0
2022-07-14,83927864.0
2022-07-19,84108320.0
2022-07-23,84217062.0
2022-07-27,84256661.0
2022-07-31,84479031.0
2022-08-05,84559810.0
2022-08-09,84734097.0
2022-08-13,84777876.0
2022-08-17,84740754.0
2022-08-21,84852307.0
2022-08-25,84935082.0
2022-08-29,84962544.0
2022-09-02,85054817.0
2022-09-06,85008231.0
2022-09-11,85073400.0
2022-09-15,85031868.0
2022-09-19,85235792.0
2022-09-23,85326476.0
2022-09-28,85323718.0
2022-10-02,85441907.0
2022-10-05,85327076.0
2022-10-09,85388649.0
2022-10-13,85462287.0
2022-10-17,85384685.0
2022-10-21,85066492.0
2022-10-26,85129050.0
2022-10-30,85214612.0
2022-11-03,85223470.0
2022-11-08,85365628.0
2022-11-12,85633359.0
2022-11-16,85533294.0
2022-11-20,84849250.0
2022-11-25,84329521.0
2022-11-30,84208566.0
2022-12-04,84294073.0
2022-12-08,84241216.0
2022-12-12,84025306.0
2022-12-17,84308604.0
2022-12-21,84225086.0
2022-12-26,84505648.0
2022-12-30,84507626.0
2023-01-03,84402900.0
2023-01-07,84390610.0
2023-01-11,84002669.0
2023-01-15,83962597.0
2023-01-19,83874048.0
2023-01-23,84114878.0
2023-01-27,84368625.0
2023-02-01,84589697.0
2023-02-05,84794953.0
2023-02-09,85217183.0
2023-02-13,85678209.0
2023-02-17,85886962.0
2023-02-21,85465898.0
2023-02-25,85193008.0
2023-03-01,85499736.0
2023-03-05,85891491.0
2023-03-09,86379947.0
2023-03-13,86726965.0
2023-03-18,87201471.0
2023-03-22,87522973.0
2023-03-26,88018206.0
2023-03-30,88074618.0
2023-04-03,88201428.0
2023-04-07,88887517.0
2023-04-12,88838366.0
2023-04-16,88513180.0
2023-04-20,87859880.0
2023-04-24,88429371.0
2023-04-29,89666999.0
2023-05-03,91523199.0
2023-05-07,93706197.0
2023-05-12,95875490.0
2023-05-16,97608923.0
2023-05-20,99294492.0
2023-05-24,100660360.0
2023-05-28,101776687.0
2023-06-01,102993675.0
2023-06-05,103717537.0
2023-06-09,104335503.0
2023-06-13,104596011.0
2023-06-18,105868109.0
2023-06-22,106704536.0
2023-06-27,107128060.0
2023-07-01,107789341.0
2023-07-05,107495124.0
2023-07-09,108521092.0
2023-07-13,109756150.0
2023-07-18,111279146.0
2023-07-22,112243872.0
2023-07-27,113418528.0
2023-07-31,114849289.0
2023-08-04,115422007.0
2023-08-08,116738532.0
2023-08-12,117682125.0
2023-08-16,118879140.0
2023-08-20,120263980.0
2023-08-25,121009788.0
2023-08-29,122317393.0
2023-09-03,123652264.0
2023-09-07,125551567.0
2023-09-11,127095879.0
2023-09-15,128311533.0
2023-09-19,130098952.0
2023-09-23,131517658.0
2023-09-28,130812023.0
2023-10-02,130345098.0
2023-10-06,129611368.0
2023-10-10,127507482.0
2023-10-14,126653338.0
2023-10-18,124665157.0
2023-10-22,124180566.0
2023-10-26,124333747.0
2023-10-31,125172259.0
2023-11-04,126443547.0
2023-11-08,128446990.0
2023-11-12,130651505.0
2023-11-16,132806613.0
2023-11-20,135000744.0
2023-11-24,136879237.0
2023-11-29,138673348.0
2023-12-03,139941999.0
2023-12-07,142015591.0
2023-12-11,143410071.0
2023-12-16,146029327.0
2023-12-19,148381396.0
2023-12-23,150456371.0
2023-12-28,152702219.0
2024-01-01,154529969.0
2024-01-05,155337486.0
2024-01-10,156439810.0
2024-01-14,157228546.0
2024-01-18,159214925.0
2024-01-23,160480145.0
2024-01-27,160451455.0
2024-01-31,162194777.0
2024-02-03,163318713.0
2024-02-07,162871238.0
2024-02-12,162610732.0
2024-02-16,162814732.0
2024-02-20,163419184.0
2024-02-24,164314312.0
2024-02-29,165276989.0
2024-03-04,166602459.0
2024-03-08,167418058.0
2024-03-12,167651230.0
2024-03-16,168205982.0
2024-03-20,168824043.0
2024-03-25,169084263.0
2024-03-29,170115336.0
2024-04-02,171096706.0
2024-04-07,171636572.0
2024-04-11,173345764.0
2024-04-15,175575690.0
2024-04-19,177622382.0
2024-04-23,179992978.0
2024-04-27,181675441.0
2024-05-02,182287076.0
2024-05-07,182956268.0
2024-05-11,183629949.0
2024-05-15,183171736.0
2024-05-20,182883679.0
2024-05-24,183020108.0
2024-05-28,183550006.0
2024-06-01,184518323.0
2024-06-06,185523512.0
2024-06-10,186111787.0
2024-06-14,186812412.0
2024-06-19,186409678.0
2024-06-23,186757567.0
2024-06-28,186572811.0
2024-07-02,186909069.0
2024-07-07,186836427.0
2024-07-11,186965182.0
2024-07-15,186664535.0
2024-07-19,186242000.0
2024-07-23,186273021.0
2024-07-27,185917073.0
2024-07-31,185635444.0
2024-08-04,185598476.0
2024-08-09,185351234.0
2024-08-13,185111628.0
2024-08-17,185469405.0
2024-08-22,185905541.0
2024-08-26,186341429.0
2024-08-30,186516283.0
2024-09-03,186948672.0
2024-09-07,187412311.0
2024-09-12,187345037.0
2024-09-16,187322669.0
2024-09-20,187309001.0
2024-09-25,186949029.0
2024-09-29,186826533.0
2024-10-03,186494993.0
2024-10-07,186263974.0
2024-10-12,186604180.0
2024-10-16,186820830.0
2024-10-20,187110989.0
2024-10-24,187353106.0
2024-10-28,187320002.0
2024-11-01,187166524.0
2024-11-05,186666852.0
2024-11-09,186358944.0
2024-11-14,186677715.0
2024-11-18,187112576.0
2024-11-22,187437172.0
2024-11-26,187436841.0
2024-11-30,188246456.0
2024-12-05,188423199.0
2024-12-09,188477592.0
2024-12-13,188821124.0
2024-12-17,189099885.0
2024-12-21,189297380.0
2024-12-25,188937277.0
2024-12-30,187931587.0
2025-01-03,186959757.0
2025-01-07,186780800.0
2025-01-12,186969829.0
2025-01-16,186357558.0
2025-01-20,185758013.0
2025-01-24,185211268.0
2025-01-29,183637948.0
2025-02-02,181891118.0
2025-02-06,181183471.0
2025-02-10,180463254.0
2025-02-14,179312516.0
2025-02-19,178087770.0
2025-02-23,179741476.0
2025-02-28,180004350.0
2025-03-04,178191327.0
2025-03-08,176464343.0
2025-03-12,175330020.0
2025-03-16,175948169.0
2025-03-21,175362952.0
2025-03-25,175140671.0
2025-03-29,175183224.0
2025-04-02,174125238.0
2025-04-06,174007768.0
2025-04-10,173867577.0
2025-04-14,174305016.0
2025-04-19,175152364.0
2025-04-23,175881113.0
2025-04-28,175672613.0
2025-05-02,175280091.0
2025-05-06,174982877.0
2025-05-10,173798133.0
2025-05-14,172805865.0
2025-05-19,172515290.0
2025-05-23,172231651.0
2025-05-27,171878638.0
2025-05-31,171457561.0
2025-06-04,171038149.0
2025-06-09,170807654.0
2025-06-13,170209561.0
2025-06-17,169887663.0
2025-06-22,169370268.0
2025-06-27,169151180.0
2025-07-01,168673508.0
2025-07-05,168313050.0
2025-07-09,168287471.0
2025-07-13,168049481.0
2025-07-17,168217492.0
2025-07-22,168127106.0
2025-07-26,168238415.0
2025-07-30,168869905.0
2025-08-04,168383501.0
2025-08-08,168856287.0
2025-08-13,168996057.0
2025-08-18,169111629.0
2025-08-24,169076398.0
2025-08-29,169104285.0
2025-09-03,169383712.0
2025-09-08,169158449.0
2025-09-13,169334716.0
2025-09-18,169257358.0
2025-09-23,168915803.0
2025-09-28,168363352.0
2025-10-04,167753129.0
2025-10-09,167429571.0
2025-10-14,167316801.0
2025-10-19,167864913.0
2025-10-24,167743718.0
2025-10-30,167673840.0
2025-11-04,167717010.0
2025-11-09,167468273.0
2025-11-16,168107878.0
2025-11-22,167566024.0
2025-11-27,166615055.0
2025-12-03,166276356.0
2025-12-08,165964247.0
2025-12-13,165792179.0
2025-12-18,165890419.0
2025-12-24,165859272.0
2025-12-29,166521207.0
2026-01-03,167379210.0
2026-01-09,167403904.0
2026-01-14,166507067.0
2026-01-20,165606367.0
2026-01-25,165183432.0
2026-01-31,165331614.0
2026-02-06,165444030.0
2026-02-11,165587071.0
2026-02-16,165439849.0
2026-02-21,165720101.0
2026-02-26,165809962.0
2026-03-04,166053509.0
2026-03-09,166110841.0
2026-03-15,166149458.0
2026-03-21,165972645.0
2026-03-26,166220668.0
2026-03-31,166297456.0
2026-04-06,166243827.0
2026-04-12,166358423.0
2026-04-17,166441894.0
2026-04-22,166589262.0
2026-04-28,166613559.0
2026-05-03,166509175.0
2026-05-08,166001473.0
2026-05-13,166356033.0
2026-05-19,166388765.0
2026-05-24,166545843.0
